car.id, path
20151107111143-376, entrance0 entrance3
20151807111855-648, entrance0 general-gate4 general-gate7 camping5 camping5 general-gate7 general-gate4 entrance0
20152907112958-34, entrance0 general-gate4 general-gate7 camping2 camping2 entrance1
20152607012617-339, entrance3 general-gate7 camping4 camping4 general-gate7 entrance3
20153507023544-222, entrance2 general-gate6 camping7 camping7 general-gate6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20152307032323-592, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20155007035002-321, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20150207040220-935, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20151807041812-701, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping3 camping3 general-gate7 general-gate4 entrance0
20152007042003-474, ranger-base gate8 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 general-gate2 ranger-stop0 ranger-stop2 ranger-stop2 general-gate1 general-gate4 general-gate7 ranger-stop4 ranger-stop4 general-gate7 gate2 ranger-stop1 ranger-stop1 gate2 general-gate7 gate6 ranger-stop6 gate5 gate8 ranger-base
20150207050247-410, entrance2 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20150907050946-464, entrance3 entrance0
20151507051530-305, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20150007060003-154, entrance4 entrance2
20151007061047-838, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20153507063538-340, entrance2 entrance4
20153907063956-520, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20151007071043-113, entrance0 entrance3
20153307083303-133, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20154107094120-553, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20152007102054-496, entrance3 entrance0
20150008010008-348, entrance1 general-gate7 entrance3
20150708010747-474, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20154108014111-723, entrance0 general-gate4 general-gate7 entrance1
20151308021340-431, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20152308022352-388, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20152608022645-733, entrance3 general-gate7 entrance1
20152708042738-355, entrance1 general-gate7 entrance3
20154808044818-373, entrance2 entrance4
20151608051630-185, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping0 camping0 general-gate7 entrance3
20155108055113-217, entrance1 general-gate7 general-gate4 entrance0
20150908060913-42, ranger-base gate8 gate5 ranger-stop6 gate6 gate7 ranger-stop7 ranger-stop7 gate7 gate6 ranger-stop6 gate5 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate8 ranger-base
20151008061036-397, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20151408061423-887, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20152208062246-552, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20153808063835-434, ranger-base gate8 gate5 ranger-stop6 gate6 general-gate7 gate2 ranger-stop1 ranger-stop1 gate2 general-gate7 ranger-stop4 ranger-stop4 general-gate7 gate6 ranger-stop6 gate5 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate8 ranger-base
20155208065252-159, entrance3 general-gate7 entrance1
20155308075334-739, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate0 camping1 camping1 general-gate0 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping4 camping4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20155808075820-882, entrance4 entrance2
20151308081312-606, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate0 camping1 camping1 general-gate0 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping2 camping2 entrance1
20152608082640-6, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping5 camping5 general-gate7 entrance3
20155508085530-44, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20155908085904-135, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20152208092238-312, ranger-base gate8 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 camping8 general-gate3 gate4 ranger-stop5 ranger-stop5 gate4 gate5 ranger-stop6 ranger-stop6 gate5 gate8 ranger-base
20154308094328-663, entrance0 entrance3
20155608095633-284, entrance1 general-gate7 camping5 camping5 general-gate7 entrance3
20155708095746-227, ranger-base gate8 general-gate6 camping7 camping7 general-gate6 gate8 ranger-base
20153008103024-792, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping4 camping4 general-gate7 general-gate4 entrance0
20152808112822-341, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20153308113328-678, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20154008114008-610, entrance1 camping3 camping3 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20154908114938-83, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 entrance2
20153108123136-918, entrance4 entrance2
20152708012754-464, entrance0 general-gate4 general-gate7 camping2 camping2 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20152908012941-964, entrance3 general-gate7 camping5 camping5 general-gate7 entrance3
20152008022034-837, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20155008025038-252, entrance2 entrance4
20152808032805-306, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20150608040651-249, entrance0 general-gate4 general-gate7 camping5 camping5 general-gate7 entrance1
20150908040921-563, entrance4 entrance2
20152008052017-725, entrance0 entrance3
20153108053146-433, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping3 camping3 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20153408073457-999, entrance1 general-gate7 general-gate4 entrance0
20155608075604-962, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20150008080010-6, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20152008082026-609, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20152308092357-115, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20152508092529-564, entrance2 entrance4
20155708095706-36, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20150108100148-571, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20154308114314-130, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20150309010312-403, entrance0 general-gate4 general-gate7 entrance1
20154509024518-62, entrance0 general-gate4 general-gate7 entrance1
20150209030226-601, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20150709030753-123, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20151009031056-749, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20151309031329-895, entrance1 general-gate7 general-gate4 entrance0
20152709032721-99, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20150209040222-611, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20150309050339-817, entrance3 entrance0
20151009061018-73, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 entrance2
20154709074707-134, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20155609075614-26, entrance0 general-gate4 general-gate7 entrance1
20150309080352-837, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20151809081807-728, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20152009082046-820, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping5 camping5 general-gate7 entrance3
20152809082828-889, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20155909085910-596, entrance3 general-gate7 camping4 camping4 general-gate7 general-gate4 entrance0
20151709091702-944, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping4 camping4 general-gate7 entrance3
20153809093819-671, ranger-base gate8 gate5 ranger-stop6 gate6 general-gate7 gate2 ranger-stop1 ranger-stop1 gate2 general-gate7 gate6 ranger-stop6 gate5 gate8 ranger-base
20150309100312-290, entrance3 general-gate7 camping4 camping4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20155709105754-104, entrance3 general-gate7 camping0 camping0 general-gate7 entrance3
20153109123109-53, entrance0 general-gate4 general-gate7 camping2 camping2 general-gate7 entrance3
20155509125554-329, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate3 entrance2
20155809125852-460, entrance3 general-gate7 camping0 camping0 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20152209012245-920, entrance3 general-gate7 camping0 camping0 general-gate7 entrance3
20150109020146-55, ranger-base gate8 general-gate5 general-gate2 ranger-stop0 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 ranger-stop4 ranger-stop4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop2 ranger-stop0 general-gate2 general-gate5 gate8 ranger-base
20151909021950-190, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20152709022719-478, entrance1 general-gate7 camping5 camping5 general-gate7 general-gate4 entrance0
20154109034123-194, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20152309042350-396, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 general-gate6 camping7 camping7 general-gate6 entrance4
20155909045908-663, ranger-base gate8 general-gate6 camping7 camping7 general-gate6 gate8 ranger-base
20150409050412-493, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping2 camping2 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20155009055024-626, entrance4 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20151609061625-849, entrance3 entrance0
20153909063900-406, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20151709071708-623, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20152409072455-322, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20150909080919-967, entrance1 general-gate7 general-gate4 entrance0
20152110122153-299, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20152610022639-223, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20152610022654-88, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20153210023203-833, entrance1 general-gate7 general-gate4 entrance0
20153710023742-746, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20153810033802-347, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20150610040641-716, entrance4 entrance2
20151510051515-843, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20154910054906-343, entrance2 entrance4
20150310060307-190, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20154510064550-279, entrance0 general-gate4 general-gate7 camping3 camping3 entrance1
20155910065938-444, entrance2 general-gate3 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20151010071016-369, ranger-base gate8 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate5 ranger-stop6 gate6 gate7 ranger-stop7 ranger-stop7 gate7 gate6 ranger-stop6 gate5 gate8 ranger-base
20151810071802-340, entrance0 general-gate4 general-gate7 camping4 camping4 general-gate7 entrance3
20151810071816-403, entrance0 entrance3
20150910080953-624, entrance3 general-gate7 camping5 camping5 general-gate7 entrance3
20151910081922-106, ranger-base gate8 general-gate5 general-gate2 ranger-stop0 ranger-stop2 ranger-stop2 general-gate1 general-gate4 gate7 ranger-stop7 ranger-stop7 gate7 gate6 ranger-stop6 ranger-stop6 gate5 gate4 ranger-stop5 ranger-stop5 gate4 general-gate3 camping8 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate5 ranger-stop6 gate6 general-gate7 gate2 ranger-stop1 ranger-stop1 gate2 general-gate7 ranger-stop4 ranger-stop4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 ranger-stop0 general-gate2 general-gate5 gate8 ranger-base
20150210090226-728, ranger-base gate8 general-gate5 general-gate2 ranger-stop0 ranger-stop2 ranger-stop2 general-gate1 general-gate4 gate7 ranger-stop7 ranger-stop7 gate7 gate6 ranger-stop6 ranger-stop6 gate5 gate4 ranger-stop5 ranger-stop5 gate4 general-gate3 camping8 gate3 ranger-stop3 ranger-stop3 gate3 general-gate5 gate5 ranger-stop6 gate6 general-gate7 gate2 ranger-stop1 ranger-stop1 gate2 general-gate7 ranger-stop4 ranger-stop4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 ranger-stop0 general-gate2 general-gate5 gate8 ranger-base
20153010103013-306, entrance0 general-gate4 general-gate7 camping2 camping2 general-gate7 general-gate4 entrance0
